anime_id,Name,Score,Genres,English name,sypnopsis,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
39592,Mobile Suit Gundam: The Origin - Advent of the Red Comet,8.09,"Action, Military, Sci-Fi, Space, Mecha, Shounen",Mobile Suit Gundam:The Origin - Advent of the Red Comet,"hat was the tragedy that decided the fates of Char Aznable, the man later nicknamed the ""Red Comet"" as an ace pilot of the Zeon forces, and his sister Sayla Mass? The two siblings' journeys, brought on by the sudden death of their father Zeon Zum Deikun who was a leader of the Spacenoids, are depicted in the four episodes of ""Chronicle of Char and Sayla."" The Zabi family who seize control of Side 3 and lead the Principality of Zeon, the early days of many renowned Zeon ace pilots who later fight in the One Year War, the secrets of mobile suit development, conflicts with the Earth Federation Forces, and the road leading to the outbreak of war—all will be revealed. (Source: Official Website) Note: A re-edited TV version of the six OVAs released from 2015 through 2018.",TV,13,"Apr 29, 2019 to Aug 12, 2019",Spring 2019,Unknown,Unknown,Sunrise,Manga,25 min. per ep.,PG-13 - Teens 13 or older,429,4738,11056,55,711,6053,240,216
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.1,"Slice of Life, Comedy, School, Seinen",Unknown,The anime centers on the graduation of Sae and Hiro.,OVA,2,27-Nov-13,Unknown,"Aniplex, Lantis, TBS, Movic, Houbunsha",Unknown,Shaft,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,415,4716,11068,21,278,6960,150,161
40784,Wu Liuqi Zhi Zui Qiang Fa Xing Shi,8.23,"Action, Mystery, Comedy, Super Power, Drama, Martial Arts",Scissor Seven,"Seeking to recover his memories, a scissor-wielding hairdresser, bungling quasi-assassin stumbles into a struggle for power among two feuding factions. (Source: IMDb)",ONA,10,"Oct 23, 2019 to Jan 1, 2020",Unknown,Unknown,Unknown,Unknown,Original,15 min. per ep.,R - 17+ (violence & profanity),285,4581,11978,160,567,8762,154,157
42984,Gotcha!,8.44,"Music, Fantasy",Unknown,"Pokémon-themed music video for the song ""Acacia"" by BUMP OF CHICKEN.",Music,1,29-Sep-20,Unknown,Unknown,Unknown,Bones,Game,3 min.,PG - Children,131,4280,14082,155,200,12572,40,57
9204,Omae Umasou da na,8.02,"Action, Adventure, Fantasy, Kids",You Are Umasou,"Tyrannosaurus called Heart was raised by a herbivorous dinosaur. As he grew up, he was scared by other dinosaurs. One day, Heart meets a baby Ankylosaurus and he names the baby ""Umasou (looks delicious)"". Umasou started to be attached to Heart and a strange family love develops between the two.",Movie,1,16-Oct-10,Unknown,"TMS Entertainment, MediaNet, Kids Station, Happinet Pictures, Tokyo Theatres",Unknown,Ajia-Do,Picture book,1 hr. 30 min.,G - All Ages,521,4269,14147,140,330,7524,137,169
36370,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.09,"Action, Drama, Military, Sci-Fi, Space",Unknown,"arquis Reinhard von Lohengramm's plot to destabilize the Free Planets Alliance succeeds when the treacherous former Rear Admiral Arthur Lynch instigates a coup on Heinessen. Equipped with a plan crafted by Reinhard himself, Lynch encourages his longtime friend Admiral Dwight Greenhill to supervise the National Salvation Military Council's toppling of the civilian government. Seeking to defend democracy and restore the Alliance constitution, Admiral Yang Wen-li faces off against his fellow citizens—and, regrettably, the father of his devoted adjutant Lieutenant Frederica Greenhill. Now with the Free Planets Alliance thoroughly occupied with their own internal matters, the forces of the Galactic Empire can safely suppress the newly formed Lippstadt League led by Duke Otto von Braunschweig. However, with his friend and loyal subordinate High Admiral Siegfried Kircheis fighting far away in the noble-controlled frontier regions, Reinhard increasingly relies on the advice of the ruthless Vice Admiral Paul von Oberstein, whose influence within the esteemed Lohengramm admiralty steadily grows. Though bloodshed is inevitable on both sides of the galaxy, Yang Wen-li of the Alliance and Reinhard von Lohengramm of the Empire each ask themselves the same questions: how will history look back on their actions? Will the ends justify the means?",Movie,4,25-Oct-19,Unknown,Shochiku,Unknown,Production I.G,Novel,25 min. per ep.,R - 17+ (violence & profanity),422,4193,14727,27,396,8746,134,115
36371,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.22,"Action, Drama, Military, Sci-Fi, Space",Unknown,"he behest of Admiral Yang Wen-li, defected intelligence officer Commander Baghdash makes an emergency broadcast announcing that the National Salvation Military Council staged a coup under the direction of the Galactic Empire. Despite the lack of physical evidence, this debilitating declaration inspires former Rear Admiral Andrew Lynch to reveal his own role in sowing discord within the Free Planets Alliance. A fatal shootout between Lynch and Admiral Dwight Greenhill acts as the final death knell to the short-lived period of martial rule. Within the Galactic Empire, footage of Duke Otto von Braunschweig's nuclear bombing of Westerland results in the dissolution of the Lippstadt League. Marquis Reinhard von Lohengramm's decision to allow the massacre for personal gain creates a rift between him and High Admiral Siegfried Kircheis, souring the taste of their inevitable victory. Now on the cusp of achieving absolute power, Reinhard is embattled by his apparent personal failings and the heavy responsibilities of leadership. Though the civil wars in both the Alliance and the Empire are coming to a close, neither side can ever regain what is lost. Yang Wen-li and Reinhard von Lohengramm each take bitter solace in the knowledge that just on the other side of the galaxy is a worthy opponent—and a true equal.",Movie,4,29-Nov-19,Unknown,Shochiku,Unknown,Production I.G,Novel,25 min. per ep.,R - 17+ (violence & profanity),292,4161,14980,45,446,8416,116,113
37962,IDOLiSH7: Second Beat!,8.15,Music,Unknown,"Following their performance at the Black or White event, the idol group IDOLiSH7 is at the height of its popularity, with offers for various concerts and work coming in every day, much to the joy of the seven boys and their manager. However, as their fame continues to rise, Riku Nanase's health begins worsening due to the heavy workload. With the gigantic idol duo Re:vale showing interest in the group and the reopening event of the Zero Arena coming up, IDOLiSH7: Second Beat follows IDOLiSH7 as they not only struggle to adapt to the challenges of the idol life but also to face their personal troubles, all while continuously meeting the expectations of their treasured fans.",TV,15,"Apr 5, 2020 to Dec 27, 2020",Spring 2020,"Bandai Visual, Lantis, Bandai Namco Games",Unknown,TROYCA,Game,24 min. per ep.,PG-13 - Teens 13 or older,359,4141,15156,235,3230,3318,647,424
3665,Ginga Eiyuu Densetsu Gaiden (1999),8.08,"Action, Military, Sci-Fi, Space, Drama",Unknown,"Ginga Eiyuu Densetsu Gaiden (1999) is the second of two OVA adaptations of side stories from the Ginga Eiyuu Densetsu novel series. This second adaptation follows the achievements of Yang Wen-li of the Free Planets Alliance before the fateful Battle of Astarte, and continues the tales of Reinhard von Müsel and Siegfried Kircheis of the Galactic Empire. Spiral Labyrinth Yang is propelled to the spotlight after his famous evacuation of civilians from El Facil. Following an unofficial double promotion and a flurry of media attention, he chronicles his research of the Year 730 Mafia—a close-knit group of Alliance military officers centered around the famed tactician Bruce Ashbey. He investigates a startling claim by Ashbey's deceased widow that may have enormous political ramifications: that the great war hero was not killed in action but murdered. The Mutineer Reinhard and Kircheis are posted on the destroyer Hameln II, docked at Iserlohn Fortress. After gaining the respect of the crew, Reinhard's leadership is tested when the captain is severely wounded and passes command authority to Reinhard, the next-highest ranking officer on deck. The Duelist While Reinhard and Kircheis are working in the Imperial capital Odin, Reinhard learns of a mining rights dispute involving Dorothea von Schaffhausen, a friend of his sister Annerose von Grünewald. Upon hearing that Count Herxheimer intends to settle the matter with a duel, Reinhard volunteers to represent the Schaffhausen family. The Retriever After falling out of favor with the nobility, Count Herxheimer is trying to escape to the Free Planets Alliance with a stolen Seffle particle generator prototype. Reinhard is tasked with retrieving both the prototype and the defector, but is only assigned the cruiser Hässliche Entlein due to the confidential nature of the mission. The Third Battle of Tiamat To commemorate the 30th year of the reign of Kaiser Friedrich IV, the Empire announces a large-scale military campaign against the Free Planets Alliance. In the ensuing clash between the Imperial expeditionary force and three Alliance fleets, Reinhard's timely intervention shapes the tides of war.",OVA,28,"Dec 24, 1999 to Jun 27, 2001",Unknown,"J.C.Staff, Kitty Films, Tokuma Japan",Sentai Filmworks,Artland,Novel,26 min. per ep.,R - 17+ (violence & profanity),440,4068,15805,28,726,7167,570,252
44248,Fate/Grand Carnival,8.18,"Comedy, Supernatural, Magic, Fantasy",Fate/Grand Carnival,"The first episode of ""season"" one was pre-aired on the Fate Project New Year's Eve TV Special 2020 program.",OVA,4,"Dec 31, 2020 to Aug 25, 2021",Unknown,"Aniplex, Studio Hibari, Lantis, Notes, Good Smile Film, Delightworks",Unknown,Lerche,Game,13 min. per ep.,Unknown,329,4029,16288,75,7115,14,1142,97
5029,Major Movie: Yuujou no Winning Shot,8.02,"Action, Sports, Shounen",Unknown,"Goro briefly returns to Japan after a triumphant campaign in the US. He is heading towards Fukuoka where he played baseball when he was a fifth grader. Having just moved into a new town, this is where Goro faced a critical point in his life. (Source: ANN)",Movie,1,13-Dec-08,Unknown,"Avex Entertainment, Shogakukan-Shueisha Productions, NHK, Toho, Mainichi Shimbun",Unknown,Xebec,Manga,1 hr. 40 min.,PG-13 - Teens 13 or older,519,3936,17142,26,283,13283,149,212
39112,Kawaki wo Ameku,8.27,Music,Crying for Rain,usic video for the song Kawaki wo Ameku by Minami.,Music,1,29-Jan-19,Unknown,Unknown,Unknown,Unknown,Music,4 min.,PG-13 - Teens 13 or older,251,3926,17113,169,346,14380,79,117
4772,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,8.02,"Slice of Life, Comedy, Shounen",Unknown,"Special episode based on manga Navigation 39 entitled ""The Secret Place"". Its action takes place between episodes 5 and 6 of Aria the Origination. Akari and President Aria take a walk in the eastern part of Neo-Venezia. The are spotted by Akatsuki, who follows them to try to greet Akari. They eventually end up at St Mark's Basilica, where Akari has a secret place, which is discovered by Akatsuki, Aika, and Alice. (Source: Wikipedia)",Special,1,25-Jun-08,Unknown,Unknown,Nozomi Entertainment,Hal Film Maker,Unknown,24 min.,G - All Ages,512,3815,18020,24,297,11497,267,219
44042,Holo no Graffiti,8.58,Comedy,Holo Graffiti,"From unraveling the secrets of opening and closing doors to defusing surprise packages more commonly known as bombs, there is never a dull day at the Hololive Production office! Holo no Graffiti follows an eccentric cast of Virtual YouTubers, also known as ""VTubers,"" going about their absurd yet hilarious daily lives, detailing all their cute moments and mishaps.",ONA,0,"May 5, 2019 to ?",Unknown,Cover Corp,Unknown,Unknown,Other,1 min.,PG-13 - Teens 13 or older,77,3815,18293,1070,9731,5,590,554
3371,Ginga Eiyuu Densetsu Gaiden,8.15,"Action, Military, Sci-Fi, Space, Drama",Unknown,"Ginga Eiyuu Densetsu Gaiden is the first of two OVA adaptations of side stories from the Ginga Eiyuu Densetsu novel series. This first adaptation follows the achievements of Reinhard von Müsel and Siegfried Kircheis of the Galactic Empire before the fateful Battle of Astarte. The Silver-White Valley Reinhard and Kircheis graduate from their military academy and are immediately sent to the frozen frontier planet Kapche-Lanka. Unbeknownst to them, their new superior schemes to kill Reinhard on behalf of a rival of Reinhard's sister Annerose von Grünewald. Dreams of the Morning, Songs of the Night Reinhard and Kircheis are assigned to the Imperial Military Police, where they uncover the corrupt and oppressive practices of the Empire's law enforcement. They are soon ordered to investigate the murder of a student at their alma mater. Dishonor As Reinhard awaits the bestowal of his new title of Count von Lohengramm, he sends Kircheis to the artificial resort satellite Kreuznach III for a vacation. Restless from the lack of work, Kircheis assists the local police with a drug trafficking case related to an attack on a disgraced former Vice Admiral. A Hundred Billion Stars, a Hundred Billion Lights While Reinhard is still a commodore in charge of only a single squadron, he laments the incompetence of his superiors during a battle against the Free Planets Alliance. Amassing military successes under the direct command of Vice Admiral Richard von Grimmelshausen, Reinhard repeatedly clashes with Hermann von Lüneburg, a commodore and former regimental commander of the Alliance's infamous Rosen Ritter.",OVA,24,"Feb 9, 1998 to Sep 26, 1998",Unknown,"Kitty Films, Tokuma Shoten",Sentai Filmworks,"Artland, Magic Bus",Novel,26 min. per ep.,R+ - Mild Nudity,358,3790,18385,57,761,8375,586,269
38081,Girls & Panzer: Saishuushou Part 2,8.04,"Military, School",Unknown,"The second film in the six-part Girls & Panzer: Saishuushou film series. Oorai team wins against the BC Academy team and moves onto the next round where they find themselves up against Chi-Ha Tan Academy. However, the Japanese-style school has changed up their strategy. How will Oorai react to this?",Movie,1,15-Jun-19,Unknown,Unknown,Unknown,Actas,Original,54 min.,PG-13 - Teens 13 or older,488,3780,18570,55,471,9321,185,104
44087,Gintama: The Semi-Final,8.58,"Action, Comedy, Historical, Parody, Samurai, Shounen",Unknown,New special that will tie into the third new Gintama anime film. (Source: ANN),Special,2,"Jan 15, 2021 to Jan 20, 2021",Unknown,Unknown,Unknown,Unknown,Manga,24 min. per ep.,PG-13 - Teens 13 or older,77,3714,19351,146,1161,4103,219,49
10153,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.18,"Action, Magic, Comedy, Sci-Fi, Drama",Magical Girl Lyrical Nanoha:The Movie 2nd A's,"Six months have passed since the events in the previous movie. Fate has returned to Uminari City with Lindy as her legal guardian and is living the life of a normal elementary schoolgirl along with Nanoha and her friends. The reunion between the two new-found friends is cut short, however, when they are assaulted by four ancient magic users who identify themselves as the Wolkenritter. As the motives behind the actions of the Wolkenritter become clear, Nanoha and Fate find themselves in a race against time to stop the reactivation of a highly dangerous artifact known as The Book of Darkness. (Source: ANN)",Movie,1,14-Jul-12,Unknown,Good Smile Company,Unknown,Seven Arcs,Original,2 hr. 30 min.,R+ - Mild Nudity,325,3603,20537,196,469,12829,261,215
37870,BanG Dream! 3rd Season,8.05,Music,Unknown,"s the all-girl band Poppin’Party continues to rise in fame, they find a poster for an event at the legendary Nippon Budoukan. Now determined to participate in the ""BanG Dream,"" Kasumi Toyama and the other members of Poppin’Party aim to reach new heights and prove their worth by performing on that renowned stage. Meanwhile, rival band RAISE A SUILEN dreams of changing the world with ""the strongest music,"" but finds itself in dire straits without a guitarist. Though dozens of potential candidates audition for the role, band leader CHU² believes them to be amateurs and unsuitable for the band. However, there may be one guitarist that lives up to CHU²’s high standards. BanG Dream! 3rd Season features multiple all-girl bands, including Poppin’Party, Afterglow, Pastel*Palettes, Roselia, Hello Happy World!, and now RAISE A SUILEN, as they work to astound fans throughout Japan with their spectacular performances. As the BanG Dream competition draws near, the band members are prepared to captivate audiences with their heartfelt music!",TV,13,"Jan 23, 2020 to Apr 23, 2020",Winter 2020,"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, HoriPro International, Cloud22",Sentai Filmworks,SANZIGEN,Other,23 min. per ep.,PG-13 - Teens 13 or older,472,3585,20753,413,1632,9834,432,405
34036,Detective Conan: Episode One - The Great Detective Turned Small,8.27,"Adventure, Mystery, Comedy, Police, Shounen",Unknown,"The ""real"" episode 1 of Detective Conan written by the Mangaka Gosho Aoyama.",Special,1,9-Dec-16,Unknown,YTV,Discotek Media,TMS Entertainment,Manga,1 hr. 33 min.,PG-13 - Teens 13 or older,245,3470,22297,63,970,15298,366,430
851,Kyou kara Ore wa!!,8.07,"Comedy, Shounen",Unknown,"Two transfer students, Mitsuhashi Takashi and Itou Shinji, tired of their boring normal life and unpopularity decide to take their arrival at a new school as an opportunity to reinvent their image, and become delinquents! Itou's justice clashing with Mitsuhashi's mischievous ways, they initially antagonize one another but soon become fast friends. The delinquent duo set out on various misadventures to become the greatest delinquents in all Japan!",OVA,10,"Dec 11, 1992 to Dec 21, 1997",Unknown,Unknown,Unknown,Studio Pierrot,Manga,43 min. per ep.,R - 17+ (violence & profanity),455,3419,22989,285,1600,8702,1022,598
38088,Digimon Adventure: Last Evolution Kizuna,8.19,"Action, Adventure, Comedy, Drama",Unknown,"s the Chosen Children and their partner Digimon live happily together in the human world, Taichi Yagami and Yamato Ishida, alongside their friends, dedicate themselves to maintaining this hard-earned peace. Though united by this innate responsibility, each one has already started to take their first steps toward a future beyond being a Chosen Child. However, this new journey is interrupted by the appearance of Menoa Bellucci, an American professor specializing in Digimon research. She bears news of several Chosen Children from around the world being found comatose, with their partner Digimon nowhere to be found. Menoa's investigations indicate that a new breed of Digimon is behind the alarming phenomenon: Eosmon, who hides within the internet's depths. To succeed in this mission, the team must endeavor through the growing distance between them and band together one last time.",Movie,1,21-Feb-20,Unknown,Toei Animation,Unknown,Yumeta Company,Original,1 hr. 34 min.,PG-13 - Teens 13 or older,316,3329,24347,151,669,9003,221,149
32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,8.11,"Action, Comedy, Historical, Parody, Samurai, Shounen",Unknown,"The Gintama crew gets together to present a preview for the upcoming arc, the biggest ever in the anime's history, and also discuss the difficulties involved in producing one mid-season. (Source: Crunchyroll)",Special,1,3-Nov-15,Unknown,"TV Tokyo, Dentsu",Unknown,Bandai Namco Pictures,Manga,12 min.,PG-13 - Teens 13 or older,397,3299,24779,43,577,18161,269,219
9890,Major: Message,8.21,"Comedy, Drama, Shounen, Sports",Unknown,"Thirteen years after achieving major success with the Indiana Hornets, Gorou Honda's career as a pitcher ended abruptly after sustaining a horrible injury. Inspired by his father, who continued playing baseball despite major setbacks, Gorou plans to restart his baseball career and play in a new position. However, his strong dedication to train has puzzled his family, especially his young daughter Izumi, who is frustrated with the absence of her father from her lives. Faced by another tough obstacle, Gorou once again decides to prove his resolve through his beloved sport.",OVA,1,17-Dec-10,Unknown,Unknown,Unknown,SynergySP,Manga,24 min.,PG-13 - Teens 13 or older,300,3282,25054,67,400,20070,165,226
2448,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,8.02,"Action, Sci-Fi, Mecha",Ghost in the Shell:Stand Alone Complex 2nd GIG - Individual Eleven,"Compilation movie of the ""Individual Eleven"" story from Ghost in the Shell: SAC 2nd Gig series. (Source: AniDB)",Special,1,27-Jan-06,Unknown,"Bandai Visual, Tokuma Shoten","Bandai Entertainment, Manga Entertainment",Production I.G,Unknown,2 hr. 41 min.,R - 17+ (violence & profanity),517,3247,25367,45,512,15022,357,251
3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,8.12,"Action, Drama, Military, Sci-Fi, Space",Unknown,"d by Reinhard von Müsel, the Galactic Empire crushes the Free Planets Alliance in the Fourth Battle of Tiamat. Arriving in the Imperial capital of Odin to a hero's welcome, Reinhard's victory earns him a promotion to High Admiral and the distinguished title of Count von Lohengramm. On the other side, Yang Wen-li safely returns to the Alliance capital of Heinessen without fanfare and reunites with his dear friends. Reinhard and Yang look forward to a long-awaited reprieve. However, at the request of the scheming Duke Otho von Braunschweig, the Imperial High Command orders the new High Admiral to invade the Alliance with a fleet of twenty thousand ships. After the Duke leaks the plan to the Alliance government, three fleets totalling forty thousand ships are sent to counter the incoming attack and recreate the famous Battle of Dagon. But even though Reinhard is outnumbered two to one, he has an ingenious plan—and Yang sees right through it. Will Yang's superiors heed his warning before it is too late?",Movie,1,18-Dec-93,Unknown,Tokuma Shoten,Unknown,Magic Bus,Novel,1 hr. 30 min.,PG-13 - Teens 13 or older,391,3206,26186,46,460,16855,297,218
32005,Detective Conan Movie 20: The Darkest Nightmare,8.17,"Action, Mystery, Police, Shounen",Unknown,"On a dark night, the Japanese police is raided by a spy. Different countries' intelligence agencies—such as England's MI6, Germany's BND, and America's CIA—as well as the FBI's secret files are going to be taken, but public safety officers lead by Tooru Amuro arrive just in time. The spy steals a car and escapes. The spy and Amuro are then locked in a dead heat on the highway, and just as it is about to cause an accident with multiple cars, the spy's car is hit by FBI agent Shuichi Akai's rifle bullet and falls of the roadway. The next day, Conan and his friends go to a newly-remodeled aquarium in Tokyo. Under the main attraction, a Ferris wheel, Conan finds an attractive woman alone and injured. Her left and right eyes are different colors. But the woman is in a state of amnesia where she doesn't even remember her own name, and the cellphone she's carrying is broken. Conan and his friends promise to help her regain her memory, so they stay with her. Throughout all this, Vermouth is watching behind the scenes. Afterwards, she pulls out a silencer and speaks into an attached intercom, ""It's as planned, Gin.""",Movie,1,16-Apr-16,Unknown,Unknown,Unknown,TMS Entertainment,Manga,1 hr. 52 min.,G - All Ages,334,3085,28296,98,660,22566,214,248
21469,Stand By Me Doraemon,8.06,"Comedy, Kids, Sci-Fi, Shounen",Unknown,"Nobita Nobi is an elementary student who hates studying, is bad at sports, and does everything half-heartedly. He is a pushover, unlucky, and fearful of many things. His personality makes him a failure in life, even affecting his progeny. This causes his great-great-grandchild, Sewashi, to take control of the situation. Sewashi travels back in time from the 22nd century to the 20th century to meet Nobita, who is shocked to see him appear out of his drawer alongside a blue robotic cat. The robotic cat calls himself Doraemon, who claims to have been pressured by Sewashi to assist Nobita, with their ultimate goal being to provide Nobita happiness. Frustrated after seeing Nobita's hopeless state, Doraemon decides to go back to the future. However, Sewashi activates a program within Doraemon that prevents him from doing so. Forced to stay, Doraemon helps Nobita using futuristic gadgets through his four-dimensional pocket—a bag containing anything inside it. Can Doraemon bring Nobita happiness and return to the future?",Movie,1,8-Aug-14,Unknown,"Toho, Robot Communications",Unknown,"Shirogumi, Shin-Ei Animation",Manga,1 hr. 35 min.,PG - Children,461,3081,28565,148,492,23994,145,233
32843,Senki Zesshou Symphogear XV,8.21,"Action, Music, Sci-Fi",Unknown,"Humanity is finally confronted with the threat of the Custodians—the ancient, sentient species held responsible for cursing humanity to speak different languages thousands of years ago. The Symphogear wielders—Hibiki Tachibana, Tsubasa Kazanari, Chris Yukine, Maria Cadenzavna Eve, Kirika Akatsuki, and Shirabe Tsukuyomi—are sent to the Antarctic in order to retrieve an ancient relic. After securing it and rescuing the scientific staff present there from a Coffin, the automated defense mechanism protecting it, the relic is given to American researchers due to international agreements. The criminal organization Noble Red, a remnant of the previously fought Bavarian Illuminati, starts targeting the relic. Will the Symphogear wielders and their supporting organization S.O.N.G. be able to foil the plans of the organizations conspiring against them?",TV,13,"Jul 7, 2019 to Sep 29, 2019",Summer 2019,"Memory-Tech, Bushiroad, MAGES., King Records, Kinyosha",Unknown,Satelight,Original,23 min. per ep.,PG-13 - Teens 13 or older,302,3078,28318,738,2594,10823,424,627
10643,Gintama: Dai Hanseikai,8.07,"Action, Comedy, Parody, Samurai",Unknown,"Some of the characters get together and talk about ""regrets"" they have after 4 years of anime Gintama. Soon they fight over who gets more screen time. Special animation shown at the Gintama Haru Matsuri 2010 live event.",Special,1,25-Mar-10,Unknown,Unknown,Unknown,Sunrise,Manga,14 min.,PG-13 - Teens 13 or older,453,3046,28621,67,665,18648,363,293
